cluster_id,summary,original_reviews
485,"sandisk bought a 32gb card for his galaxy's4 and another for my canon t3i. the card works no problem in it, detected and formatted out of box - and has not had any problems despite the failures of the cards he bought.","['love sandisk, never had a problem with them and still have not. popped this into my samsung galaxy relay 4g running android 4.0.4 and the phone detected it without a problem. has the write speeds expected and gets the job done. would recommend a different card if you plan to go to 64gb, buy the samsung uhs 1 sdxc, writes at much higher speeds and has less lag. would buy this again for the cheap price, fifty elsewhere.sincerely, isklcndykid', ""i bought one of the 32gb for my galaxy s4, and another for my canon t3i. it works no problem in it, detected and formatted out of the box. sandisk is one of the most reliable card manufacturers in my opinion. i've gone through and sold a lot of cheap lesser sd cards throughout the years, and almost all manufacturer has their failures, but to date i haven't had any issues with sandisk. i've bought this same card for my wife and family members everyone has the s4 , and so far there's been no issues. i use mine heavily everyday, new music and movies, and after 6 9 months haven't had any failures.as far as speed goes, using dd on a usb3 card reader i recorded almost 14mb s write speed and 33mb s read speed. making it by far the fastest class 10 card i've had. they do sell 34 extreme 34 versions of this card which are even faster, but most integrated devices won't see the speed increase benefits.""]"
486,i bought 2 for my wife and myself for our galaxy note 2 phones. it worked fine but luckily it was right from the start because it had almost nothing on it so he reformatted it with the phone so it works fine as for now.,"[""works great with my note 2. had no problems installing it and i didn't have to format or anything. i put it in, turned the phone back on and everything transferred over quickly.thanks!"", ""works great with the galaxy note 3 i didn't have to do anything but just pop it in the phone and the phone did the rest."", 'found these for a really good price. bought 2, one for my wife and myself for our galaxy note 2 phones. hers worked fine but i did have an issue right from the start. however, luckily it was right from the start because i had almost nothing on it so i reformatted in the galaxy note 2 and it has worked fine ever since. it is recommended not to format it on the computer so i formatted it with the phone. it works good as for now.', 'i bought this for my galaxy note ii and worked very good. had no problem formatting and mounting. have copied lost of music on it and so far no issues.']"
487,worked great in my galaxy s4 until it didn't work at all for some unknown reason. now i just need to work my phone better so I can use the 32gb more.,"[""worked great in my galaxy s4 until it didn't work at all for some unknown reason. used it for about 4 months before it crapped out. back up your data with all these things, though...."", 'works great in my new s5 i love this things. now i just need to work my phone better so i can use the 32gb more. over all works great']"
488,it works great in a galaxy 3s phone. works good in the galaxy tablet 'no problem',"['works great, another awesome amazon purchase! i use it in my samsung galaxy s 3.', 'worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money!', 'love it in my new samsung galaxy s5 phone.', 'it works fine in my phone. the phone detected errors when first used and i was worried, but i let the phone reformat it and all is good. excellent for the price.beware it may not work in older devices.', 'i use it in my samsung galaxy 3 cell phone and it works great. good value and quality. i highly recommend it.', 'works real good in my galaxy s4 phone and galaxy tablet. very good price as it can cost above 60 dollars in retail stores.', 'it failed. it only worked 3 months.i used it in a galaxy s3 phone. it seems that this brand has an issue with this model.i lost the information.', 'works great in my galaxy s4', 'i use this in my smartphone samsung . push in in and go. no problem. good price. enjoying a lot more music now.', 'works amazingly in my nokia lumia 2520. highly suggest this item and distributor to everyone, fast service.', ""i have this in my galaxy s 3 and it works great, i've had no problems with it. highly recommend."", ""works great in a samsung phone. easy to use, get to, and can take some punishment...i'll be buying more soon"", ""installed one in both mine and my wife's galaxy s iiii phones, and am a happy camper! now we have to learn how to use them properly."", 'works well in my samsung s5 no issue', 'it works just fine in my galaxy 3s phone. now, i more room than i know what to do with.']"
489,"the phone is incredibly fast and doesn't work with 64gg of RAM too. it's perfect for a phone model with 32gb of memory if in reality, they will work on 64g of storage too. i have it installed in verizon rezound android phone - it works great.","['use this in my samsung galaxy s4. have had it for almost a year now, no problems, really expands your memory capabilities, easy enough to install.', ""works perfect on samsung galaxy s4... memory is fast and didn't get any unmount problem mentioned on previous reviews... my model number is gt i9500 and version is 4.2.2"", 'installed it to my galaxy s4. works great!i want more.. waiting for price to go down.. and i wish 128gb comes out soon so i can buy it', 'upon receiving, i installed in my samsung galaxy s4 phone. it works great and gives me the maximum memory available for this phone model. no complaints, fast ship, fair price.', 'install on samsung phone and it works great. recommend if you need more memory on the phone and install with no problems', 'i have this installed in my verizon rezound android phone and it works perfect. many phones advertise they support up to 32gb of memory when in reality, they will work with 64gb too.']"
490,"i bought this for my galaxy s4 to expand its storage capacity. it works as it is intended to do, fast transfer rate, no problems so far. he recommends it to all...32gb is perfect if you take a lot of pics and video's... works perfectly well with my gps!","['i got it for my galaxy s4 and it works well. it has a good speed and good space which is something i definitely needed. sometimes it has a hard time getting recognized in my computer, but i always find a way to make it work. it will not do ntfs, but its not necessary for my purposes.', 'i bought this for my galaxy s4 to expand its storage capacity and it has worked great. fast transfer speeds as well.', 'i bought this for my galaxy s4. you need to reformat it to fat32 32kb cluster size to fully take advantage of it in the phone but once you do it works great. i copied everything from my ipod about 40gb to it and now i can stop carrying 2 devices around.', 'i bought this for my galaxy s4 to expand the memory capacity a bit more. it works as it is intended to do, fast transfer rate, no problems so far.', 'got this for a galaxy s4 and it worked flawlessly. typical sdhc installation with no issues that increased s4 storage capacity.', ""got this for the galaxy s4. works great. no complaints and i highly recommend to all....32gb is perfect if you take a lot of pics and video's..."", 'works perfectly well with my galaxy s4! before use, i put the micro sd card into the adapter and put it into my laptop, connected my phone to my laptop, transfered all my stuff from one sd card to the other, and it worked well, i still have all my stuff... with plenty of room to spare... and now with the s4 you can save your apps onto ur sd card, so whatever i can save on my sd card instead of the actual phone memory, i save... now both have a lot of free memory very happy with this purchase. have had it for a while now.']"
491,"sandisk has decent customer service and will send me a new card. he bought two pieces and they were working well but after filling one with videos, the entire card just failed. the other one is working just fine.","['i bought two pieces and they were working well, but after filling one of them with videos, the entire card just failed. i was unable to reformat it, even by using partition magic. otherwise the other one is working just fine.', 'when it did work it worked well, one day it just died 3 months after i bought it. i know these thinks happen with any memory card, it happened to me on another card i had, but that is another story. luckily sandisk has decent customer service, and will send me a new card, they were actually easy to work with, i contacted them through email, hopefully all goes well that ends well']"
492,the card gets extremely hot under heavy load. bought it for a new tablet just plugged it in and started to move files to it within seconds. had no issues with it what so ever.,"[""in some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows. also, the card gets extremely hot under heavy load."", 'no problems with the card what so ever. bought it for a new tablet just plugged it in and started to move files to it in a second.', 'had no issues. the card and adapter worked as promised, and not all sad cards bought on internet do. good luck', ""been using it for about a year now with no issues. come on amazon, how much more can i put on this review? it's a memory card."", 'nothing wrong with it so far. definitely enjoying it, going to turn it into a bootable card for emergency recoveries, as well as store my device backups on it. it will be my magic computer fixing key.', ""no issues with this. formatted the cards i reviewed from amazon. put them in the devices and they're running great."", 'i have been using the device for couple weeks, so far no issue.the writing speed is slow, which might be the problem on my laptop not the card.']"
493,sandisk is the premier brand in flash memory and came at a good price. speeds are fast enough to work inside of my 1080p dashcam and has been running consistently for several weeks now.,"['i needed some new micro sd cards for my flash boot project and required stable speeds. sandisk provided the product i required with optimal speeds and stability along with quality and warranty.', 'sandisk is the premier brand in flash memory and this card came at a good price. speeds are fast enough to work inside of my 1080p dashcam and has been running consistently for a few weeks now. good brand, speeds as advertised, and reliable so far. no complaints.', 'i have a long term positive experience using sandisk cards. the card works great both transfer and read speeds. i have now purchased five of these cards over the past few months and my experience continues to be great. i recommend this product.']"
494,"the card works great and now i have a ton of storage space for music and what not. the drawback is all the darned packaging for this tiny card - it's plug in and you're done, why all packaging?","['so far have not had any problems with the card. our movies have been great. beautiful color. very clear and bright pictures.', 'no complains here. awesome cards with great performance. no degradation in speeds so far as well as no bad sectors.', ""i have no issues with this card. it works great and now i have a ton of storage space for music and what not. bit overkill, but that's how i like it."", 'no complains. i have been using this card for a few weeks and have had no problems. i am very pleased with it.', 'whats not to like? it is what it is. i always buy this brand of cards and drives. they have never failed me.', ""the drawback is all the darned packaging for this tiny card. seriously, it's plug in and you're done, why all the packaging?aside from that, it's working. i'd buy it again."", 'this is a great little card, no problems thus far! i load this up with movies and then watch away!']"
495,"this card has performed flawlessly so far. no read or write errors, or speed problems, i had to fill up the amazon word count. it seems to work fine.","['this card has performed flawlessly so far. no read or write errors, or speed problems. not much more to say, but i had to fill up the amazon word count.', 'i have not pushed this card by writing and reading tons of video or anything, but it seems to work fine.']"
496,"sandisk bought a card to use in camera and android tablet. it didn't last 24 hours and had the exact same symptoms as the second card - it's hot enough to reach pain threshold if formatting or writing it gets hot, very hot.","[""if your card gets hot enough to be painful, it is defective and you need to contact sandisk!from my experience, the larger micro sds run hot on format and writing, but not to the pain threshold!i purchased one of these cards to use in a camera and android tablet. great read speed but write speed was okay. used card for about two weeks and then all my files disappeared! tried to format the card and three different computers with xp, windows, and linux couldn't format it. the camera and tablet couldn't format it. i rma'd it and got another because sandisk is a good brand. i did notice that when formatting or writing the card it got hot, very hot.second card didn't last 24 hours and had the exact same symptoms as the first card. write a file or format it resulted in the card getting hot enough to reach the pain threshold. i called up sandisk and while explaining this was the second card i'd received with the exact same symptoms, when i mentioned it getting hot, they immediately issued me an rma. they said they were told to issue an rma the moment they heard a card ran hot.smaller sandisk micro sd's or regular sd's i have or use don't do this. i think sandisk has an issue with this card.the last 4 digits of the part number refer to the date code and origin of the card. both cards had different date and origin codes."", 'im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.', '06.nov.2012 bought the card.12.jan.2014 card failed.it cannot be formatted or used in any way.it lasted 14 months and most of that time i was not even using it.']"
497,i bought this for my samsung galaxy note 3 and it worked fine. it was recognized without error and seems to work fine with my note 2 now 96gb total memory!,"['i use this in my galaxy note 3 and seems to work just fine. i love having lots of memory and the price was good.', 'i bought this for a note 3, but i am still waiting for verizon to ship. meanwhile it works great with my note 2.', ""got this for my samsung galaxy note 3. recognized it immediately. seems to work fast for the pics and videos i've taken. no complaints. the price on these things fluctuates quite a lot. i would recommend to use a price tracker camel camel camel on this before purchasing or at least pay attention to the price a couple of days of purchase. the price had dropped by fifteen dollars after it shipped. amazon's awesome customer service refunded the difference without any trouble. thanks!"", 'i bought this as soon as i heard that amazon and best buy were the only retailers carrying it for the time being .it arrived promptly and worked with my galaxy note ii flawlessly. i have been recommending purchasing these to customers at the store i work at regularly to try and get more people aware of the benefits of mass storage on small devices.', 'purchased this for my galaxy note 3 and no problems. it was recognized without error and seems to work fine.', 'bought this to go into my galaxy note ii. my phone recognized it and started using it immediately and automatically. very happy with purchase and would recommend to anyone with a galaxy note ii.', 'works great with my samsung galaxy note 3. now i have 96gb total memory! awesome! the price was quite good too']"
498,"works great with my samsung galaxy note ii. install it and forget about it. phone recognized it, started using it immediately. what else is there to say?","[""works great with my samsung galaxy note ii. install it and forget about it. i've never had a problem with it."", 'put it in my note 3 and it works. no hassles. phone recognized it and started using it immediately. what else is there to say?', 'works on my samsung note 3, and for such a great price. fast, holds a lot of data, no need to go any where else.']"
499,"sandisk always makes great products that are of high quality, highly recommended. works as expected. very fast writer. too bad the reader i bought with the disk doesn't work as well as a disk.","['works as expected. based on price and performance this may be a best of breed product. i have found the sandisk brand to be dependable.', ""works as expected. i suspect this is why so many people trust sandisk. i hope they stick with maintaining the integrity their products have earned. i often pay a little more from sandisk but i have never been disappointed with their products as i have others like adata. in fairness to adata, who failed to make good on any of the several defective products i purchased from them, i have never had to test sandisk's warranty as i've never had a failure. perhaps their product support is just as bad as adata's but i've never had the opportunity to test it!"", 'works as expected, no problems, second time i purchased this item, happy with purchase. cheapest price i found for sandisk.', 'works exactly as you would expect it to. sandisk always makes great products that are of high quality, highly recommended.', ""works as expected. very fast writer. too bad the reader i bought with the disk doesn't work as well as the disk.""]"
500,amazon sent a 32gb card and it came broken. it arrived just in time for my trip.,"['the item arrive in time, but was unfortunately defective as it would not accept a copy operation. further investigation led to discovering the card had bad sectors. refund is progressing without a hitch however, so not all was lost.', 'i ordered a san disk ultra 32 gb and received it the next day via prime. the only problem was that the card was defective. i went thru the process to return, which was simple, and did so. received an email that a replacement had been sent with one day delivery. got it today .card is good, everything is perfect.i thank you', ""i ordered this card for a friend and had it shipped with prime. after about a week my friend still didn't have the card. ok, i called amazon and they had a new card in the mail that day and overnight ed it. great service on amazon's part!it's a micro sd card, what more can you say about it. if you don't know how to use one then you are just dumb and you should walk into traffic"", 'i am cautiously optimistic but happy because amazon sent my replacement promptly. i ordered a 32gb card and it came broken, so i returned with followed with an email asking for immediate shipping...and it arrived just in time for my trip. i am cautiously optimistic because out of four cards i have purchased from amazon, this is the only one that works so far. but i got refunded for the rest.', 'got a defective memory card. showed only 1 gb instead of the 64 gb. returned it for a replacement and never got the replacement! got my money back and went to walmart.']"
501,"ssd failed on me after 6 months. the card seems to frequently stop working altogether and have to be reformatted or simply reseated, if it's the fault of the device he uses it in a cellphone, and it seems fairly warm - it started randomly i have the camera on for about 2 min and the","['this card failed after 2 weeks of use. i have the same problem with their ssd failed on me after 6 months.', 'broke after 2 weeks.....i will go back to samsung hd cards... this was a waste of time and money. actually, i should ask for a refund', ""i noticed a long time ago that even when not really running at very fast speeds and i'm mostly talking about reading as mostly it was playing music and video files this card seems to get fairly warm. after a while pretty much just outside the point at which i could rma it it started randomly disconnecting. at first i thought it was my phone though i had no clue why it would ever do such a thing, so i wouldn't have sent it in at that point anyway. it always seemed to be fine when i plugged it into my computer. over time it got worse and worse and i would have to remove and put it back in quite a few times to get it to finally work. eventually it started doing this on the computer too and that's when i realized something was fishy. i switched to another card in my phone and the problems went away. on the other hand, this one stopped working completely a bit later even in the computer.maybe i just got a bad one, but right now i'd rather get a different one instead if i were to buy a new one."", ""i hope you have better luck, it has gotten a lot of great reviews, but first the sticker ! covering the contacts on the back fell off, then the card died completely. hopefully it's an isolated incident, but i'm trying a different brand in case its a bad batch."", ""as others have found, these cards do not last. mine died in less than 2 months. lost several photos that i had not backed up yet. the warranty replacement died within 3 months.go with another brand. i've been using a kingston and so far, 9 months later, still working."", ""i find this card seems to frequently stop working altogether and have to be reformatted, or simply re seated. it's hard to know if this is the fault of the device i use it in a cellphone , or the card itself, so i can't really hold that against it, but all i can say is that's been my experience with this card, and not others."", 'randomly died out of nowhere. i have the camera on for about 2 min and the card worked. turned the camera off and back on a few min later and the card no longer worked. i have no idea what happened but this seems to be a common problem with these cards.']"
502,"a usd reader tried to format it, but it wouldn't format. it burned my fingers when she removed it - and others have posted this if you have to return it.","[""my card got so hot it almost melted. crazy! but you card somewhere else, i know i wii! i'm not taking the chance of ruining one of my devices. no thanks"", ""yeah. ultra hot. i could not get any of my devices to recognize this card. when i finally was, using a usd reader, i tried to format it. it wouldn't format and burned my fingers when i removed it. others have also posted this. maybe they are not all bad, but many are. perhaps they are counterfeit, i don't know. but the hassle of having to return it isn't worth the 10 you may save."", 'i purchased 2 of these, 1 for my htc incredible phone and the other for use in a key chain storage device. both of these cards run very very hot. after copying over 4gb of files, it was almost scalding to the touch. but both have been reliable with only a few issues of reading them, both times in the thumb drive adapter, so that may have been at fault and not the card itself.']"
503,"amazon has been waiting for the price to go down. using this on a galaxy s3 as fat 32, i was unable to get this recognized in the phone as an exfat - but it's not the same as the humongous capacity card. if you're having problems with this, you can try the fat","[""i bought two of these one for asus infinity and one for samsung galaxy s3 international version. it worked fine with my asus but it didn't work on my phone. i formatted this card using the phone,the tablet and my laptop but didn't work i did some tests with apps using some apps nothing showed its not working the only way i got it to work is by formatting it in my canon slr camera."", ""initially when i inserted the card into the samsung galaxy s3 it recognized it but it wasn't able to format it correctly. after doing some research i found a free program easeus partition master ... that will format the card into fat 32 since windows no longer allows you to do it by default. after formatting it into fat 32 the phone recognized the card and it works great now. i hope this helps anyone else that might run into this problem."", 'was able to copy all items from old memory card to this one. plugged it into the phone without formatting it and works like a charm. i have the galaxy s3', 'the sd card works perfectly. i use a samsung galaxy s3 lte and the sd was recognized without problems. i did not need to format sd. just plug and play.ups sent me the shippment in 3 days. i recommend the product and the provider.', ""i've been using this card for over 2 months and it works perfectly. i installed it in a samsung galaxy s3 and it was immediately recognized. no need for formatting or other special handling."", ""i had to use fat32format.exe in order to fully use this card in my samsung galaxy s3. the card comes with exfat format, which doesn't work when trying to use the card with recovery to load custom roms."", ""i got this card specifically to use for making clockworkmod philz recovery backups on my s4. i tried using my 64gb cards, but neither recovery properly supports exfat file systems. yes, you can reformat in fat32 if you really want to, but it's not optimal. besides, i don't really want to carry 10 gb of data backups around with me on a daily basis when i could carry music or videos instead. so now i leave this card safely tucked away on my desk and only use it when necessary. works great!"", 'got a really good deal on this humongous capacity card on black friday, thanks amazon, been waiting for the price to go down.using this on a galaxy s3 as fat 32. i was unable to get this recognized in the phone as an exfat. anyone having problems with this in the galaxy lineup of phones might want to try the fat 32 formatting.']"
504,i've goggled this problem and this is a common problem with these cards...,"[""hard to review this as the card arrived doa. couldn't write to it at all, and it wouldn't format. i returned it and amazon was great about the credit. i've owned several sandisk memory cards and they have all performed well and i was a little surprised that this one failed out of the box. i'd read a good review of the samsung 64gb micro card and i bought that instead. very pleased with it."", 'how can you review a sandisk card? it works. it stores pictures and other items on my phone. zero problems with it.', 'not sure what the point is of reviewing a stanard 32g memory card. purchased for a tablet and works fine.', ""amazon ran a good deal on this 64gb microsdxc, so i jumped on the bandwagon. when it arrived i snapped a few photographs to test it out and it worked well...until i tried to retrieve the files. i don't know how, but it became corrupt and no longer would reformat or function in any of my devices. i exchanged it for a replacement through amazon and the new one works beyond my initial observations. browsing seems much faster than previous sdhc class 10 cards. thank you amazon for your immediate exchange. highly recommended for today's on the go data storage. original review was 2 stars, but after amazon's immediate replacement and great customer service i re rated to 5 stars."", ""pros 1. ordered it and got free shipping.2. got it in 3 days.3. popped it out of the box.4. popped it in the cellphone!5. done!cons 1. doesn't come with a hot pocket.2. amazon won't marry me.3. took me too long to order the hell was i thinking.4. took too long to get it out of the box 1 second! update okay i have to bring this rating down to 1 star.... my 64gb sd card just crapped out. i'm getting the 0x80071ac3 code and i cant format it or copy files to it. i ran scan disk and nothing works... i don't know if i will be buying any more sd cards again from them. luckily i was able to save all my files. i've goggled this problem and this is a common problem with these cards...""]"
505,"sandisk products have worked fine, so i have no complaints. it works as it should, and has lifetime warranty - it will send a replacement at no cost.","[""it has worked fine, so i have no complaints. i've purchased sandisk products several times and have been happy with this brand."", 'works as it should, and has lifetime warranty. in case of malfunction which i had after several months , sandisk will send a replacement at no cost.', 'as with most things sandisk it functions well and so far no issues. comes with the adapter which is a big plus.', 'never had a problem with it,it does exactly what it is made to do,love sandisk product,smooth operation,high price but worth it.get it if you like to save,by waiting a day or two.enjoy']"
506,"the adapter that came with it failed horribly after 4 days. my transformer likes it, treats it like 'a child'","['can there be anything wrong with a sandisk product? the items read to it sooooo quickly, i am quite happy,', 'quick little puppy, sandisk makes nice quality stuff with one exception.the adapter that came with it to let it work in the bigger slot failed horribly after 4 days.adapters, psh!but my transformer likes it, treats it like a child and it fits very snugly into the latching system a recent store bought one wiggles?!?', 'i have always been pleased with the sandisk products and this one is no exception. it works as advertised. i would purchase it again.', 'i used it and it worked fine. i try to buy many of sandisk products more often but its a bit pricey', ""great product, great speed, no hassle, plug and play. up to now sandisk products have always been reliable for me hope this keeps up to it's brand.""]"
507,akingston digital 32 gb microsdhc flash memory card has been in my phone for 2 months without any data loss. the only problem i've had with this was when he copied the data from my old card to this card - the largest movie spied to the phone was 2gB.,"[""when i first got this card, it worked perfectly in my galaxy s3 phone. then, i rooted the phone and installed the cyanogen mod rom to gain additional features not available from my carrier. the card was instantly corrupted by that rom, because it's formatted with a filing system the rom doesn't support. fortunately there was nothing on the card i couldn't replace.i ended up having to use a third party utility to format the card with a filing system supported by both windows and the rom.once properly formatted, there have been no corruption or data loss issues and the card has performed well.if you are using a stock galaxy s3 rom, you'll have no problem at all. you'll find the card roomy and fast."", 'my s3 did not recognize card when it was formatted exfat. s3 seems to have problem supporting exfat format in higher capacity like 32gb or 64gb.when i inserted the sd card, it just kept saying that sd card was damaged and i just got stuck on unmounting sd card screen when i tried to format it on my phone.i just manually formatted the sd card to fat32 in windows 8 and inserted it into my phone.it runs smooth now. seems like a lot of people are having trouble to get the sandisk 64gb to work in s3. hope this helps.', 'this card worked in my galaxy s3 right off the bat. i did not need to format it or anything. after about 2 weeks, i was watching a video on my phone and it locked up. then the phone showed that the card was damaged. now i am unable to copy anything over 100mb to or from the card. viewing photos from the gallery also locks up the phone. amazon customer service is great, however. they sent me a new card. i will update my review after i am able to use the new one for at least a month without any errors. update after having the second card for a few weeks, it also had the same issues. even worse, the card was completely unreadable after it locked up. the card showed about 5 gb of data being used, but could not be accessed via the phone or in a computer. sent this one back and will be going back to my trusty 16gb card.', ""i have lost my data 3 times with this card. i don't know if it's the card or the s3. my data always ends up as unrecoverable pieces in the lost.dir directory the phone creates the first time you insert the card. i don't trust it to hold anything i cant afford to loose.update i purchased akingston digital 32 gb microsdhc flash memory card sdc4 32gblast week as a replacement. it hasn't lost any data yet. i'll update here again if it has the same issue.update 2 thekingston digital 32 gb microsdhc flash memory card sdc4 32gbhas been in my phone for 2 months with no data loss. it is the better product."", ""i've had this memory card in my s3 for the past few months without any issues. the only problem i've had with this was when i initially copied the 30gb of data from my old card to this card. i had this connected to my laptop using a microsd usb adapter and the copies kept failing. i figured out that the card was overheating when writing a lot of data. i was able to copy the data by pointing a small desk fan towards the card adapter during the file copy process. that being said, i don't have any read write problems due to overheating with the card installed in my phone. i've copied over a couple of gigs of movies to watch on some trips with the card installed in the phone without any failures. it may be that heat issue only occurs after pushing 62 3gb of data at a time. the largest movie i copied to the phone was 2gb. most of the other movies are just over a gig.the only prep work for use in my phone was the initial format when it was first installed. the card was recognized prior to the formatting but i had seen where others had read write issues so the format was a preemptive move.""]"
508,gs3 was dead by december - it's a faulty card but my phone won't read it any more. the card is ok so far with my samsung galaxy '3',"[""with all the great reviews on this card, i picked this up for my samsung galaxy s iii. popped in the card, and i was happy taking pictures, saving files, and living life.fast forward two months later, and all of a sudden, the card stops functioning. my phone won't read it any more. my computer won't read it either. submitted a ticket to sandisk. hopefully i can get a replacement that actually works.thank goodness i saved all my photos on dropbox."", ""the card worked great at first. i've never had a problem with sandisk in the past but i bought this card for my galaxy s3 back in october and it was dead by december. i'm sorely disappointed by this purchase. maybe it's just a faulty card but my experience was terrible so this gets one star."", ""i do not know if the gs3's have issues with reading cards of this size but i eventually had to remove this card and purchase a transcend 8gb class 10 card just to check if it was my phone that was the problem. when i got it i opened the packet, and popped it right in. recognized, was able to start using, taking shots and video and they immediately saved to the card without the hangup my old class 2 card used to have. after a couple of days i noticed that i would take a shot and the phone would give me an error that it could not save to the sd card. you would have to reboot to fix. when scrolling through the gallery on the sd card it would freeze and the app would crash. i moved what i could, formatted the card but the same thing kept happening.since installing the new transcend 8gb card i've had no such issues. maybe its just my phone but i think there have been enough complaints from gs3 owners to be a little skeptical about this card on their phones."", ""i used it for something like 10 months in my galaxy s iii gt i9305 with original firmware, mainly for pictures and flac files.suddenly i perceived that the last pictures i took disappeared i took some more pictures as i thought that were software problems but same problem until i realized that the card was not working. now i can't write it anymore or delete information, format it, delete partition, etc. now is a rom. the bright side is that i did not lose valuable information like pictures that now are permanently stored in the card."", ""ok so far with my samsung galaxy s3. i initially received one that seemed to have an issue. it would intermittently save a photo here and there that would become corrupt a short time later. the dropbox auto upload was fine so i know it was stored ok initially. amazon excellent support quickly shipped out a new one. the replacement has been working great so far! no sign of the issue i had with the first one.the only con is the time to display contents and read it in mtp mode if it has a lot of files. this is not the fault of the card. it's a known issue with phones in mtp mode.note to rooted gs3 users...i also tried putting the phone in the old unmounted usb mode. i was unable to read it but was able to read a 32gb version of the same card. it appears the gs3 does not support over 32gb in the old usb mode. possibly part of the reason why they did not include a usb option via phone settings.""]"
509,sd cards are still working great for dash cameras. re writes for only a certain number of times before it fails - he's been using them for the last 6 months.,"['so far so good. i bought a samsung micro sd card from bestbuy and it somehow erasedeverything. so this is my second one. hopefully it keeps all of my stuff', ""i haven't experienced any issues with this card yet.i got it for a very good price and am very happy with it. my last micro sd card failed on me after a few months of use and i lost everything i had nothing was recoverable... this one, though seems to work perfectly as designed and i haven't had an issue with it yet.five stars because it does what i expect it to do and hasn't failed me."", 'previously purchased two adata microsd cards one which never worked and one which failed on the second boot.so far no problems with tht sansdisk chip.', 'we have 3 of these and so far it is my favorite microsd card, fast and so far no problems.', 'after using it for a while, i have not issue at all.have been taking pictures, videos, doing a lot of copy paste delete this little 32gb sd card. not like my other sandisk 32gb which only last for about 6 months.a small note. not sure if it is the color or the design, the feel of the card red gray is a little thicker then a regular black sd card. i also need to use little force to get the card out the digital cam. on the bright side, i do not have to worry about dropping the cd card like others since it does not slide out when try getting it out.', 'no problems with this micro sd. it works and works again. and then you know what? it works even again', ""i've been using it for just over a week and so far i've had no issues...not that i was expecting any as i've used sandisk microsdhc cards before which have worked reliably. these have all been of varying sizes under 32 gb, this being the largest size i've ever used. i've read complaints elsewhere from persons who've had problems with the said brand which, fortunately, have been few."", ""i've seen some reviews of micro sd media that complains about it working for only a certain number of re writes before it fails. i've been using these sd cards in dash cameras for the last 6 months and they are still working great!""]"
510,microsd stopped working after 'a few months of normal use' it showed another message saying that it was unable to format it.,"[""i have no issues with this micro sd. i purchased it for use with a video camera and it does everything i would expect without any problems. wouldn't hesitate to purchase again."", 'i can not say it is a bad microsd card, but mine stopped working after a few months of normal use.every time i put it into my pc or smartphone a message came up saying that i needed to format it, but when i click on format, it showed another message saying that it was unable to format it..... the one i purchased to replace it is a polaroid which by the way is working better than i expected.while it lasted it was perfect.']"
511,the free app works great. re formatted in the phone and copied all data to it and installed.,"['worked well after reformatting. good thing i was able to download the free app on line after reformatting. memory to spare. i like being able to download and snap photos without thinking how much space left in the phone.', 'the card works great. re formatted in the phone and copied all data to it and re installed. works fast and works well.']"
512,"the 34 ultra 34 compact flash is cut from the cloth. he will continue to demand it! but then again, it is the best brand.","[""i always purchase sandisk memory cards. i've never had any issues with them. i will continue to buy sandisk products in the future."", ""i've never had a problem with sandisk memory products i use their 34 ultra 34 compact flash for my other camera , and this one is cut from the cloth. a great product with no problems... i will continue to demand sandisk!"", 'but then again, i expect nothing less. most of my compact flash and sd cards are sandisk brand and have been extremely reliable.', 'the last card i got was bad, but at least this one is working properly. sandisk is the best brand.', 'i have purchased and used several sandisk memory cards and i have never experienced any issues with those cards. one of my first choices when i am in the market for a memory card', ""i really dont have much to say about sandisk's cards. they work as intended, i never had a problem with them."", ""i accdientally dropped it in my garbage can and it got a tiny drop of water on it, but it still worked perfectly! sandisk cards are always faster read speed than sony's cards the competitor and this card is muuuch cheaper than the competitors as well. therefore i have no choice but to give this a 5 star and a serious recommendation."", ""i've never had a defective sandisk sd card and this is no exception. they are well built and quality control is wonderful. i am especially sold on the 10 speed class and would highly recommend this for any type of media books, movies, music, etc."", 'not much to be said about this. sandisk makes some of the best sd cards..i have even washed mine in the washing machine by mistake and it still works']"
513,the 128gb version is beating the man wit a stick. the warranty is they are letting you steal these from them - get your hands on some before they realize they give out the hook up and bam they 100 again. i have never had an issue with sandisk media and this one has been solid as well,"[""however, sandisk replaced it and didn't charge for shipping. so i guess i'll wait and see how long this one lasts."", 'i have always purchased sandisk products. this works alright it went bad in 2 months and sandisk replaced it. i have not had any issues with the replacement that sandisk sent.', ""short and sweet i've never had an issue with sandisk media and this one has been solid as well. i have sandisk media in all of my countless electronic gadgets."", ""so i bought another sandisk product, and guess what? it works. great job guys. and not too pricey either. can't wait for the 128gb version..."", 'to be the man you gotta beat the man brotha. and sandisk is beating the man wit a stick. the price the warranty they are they are letting you steal these from them. so get your hands on some before they realize they giving out the hook up and bam they 100 again.....lolgo sandisk go amazon. i bought 3 and gone buy 3 more.', 'i never know what to write on these types of items...sandisk is a name brand, i have never had a problem with any of their products.it works great in my i kam extreme video glasses and the data transfers easily to my desktop pc.']"
